,id,likeCount,textDisplay,videoId,authorDisplayName,authorChannelId,publishedAt
11,UgwGDDXW3kkinZVYJ5x4AaABAg,3,Trump2020,Un3OhYs-tCE,trueboss926,UCm2LBxwAtxfPa8C9FqwZDLQ,2018-08-30T19:15:32.000Z
12,UgzrzNDGnXayJgJD0Xd4AaABAg,1,"I am exceedingly glad we don’t have another Bush for President.<br />Frankly, I don’t think Jeb could have beaten Hillary.",Un3OhYs-tCE,Stacie Shannon,UCoso-9SKpTojbrau0XjypeQ,2018-08-28T21:21:31.000Z
13,UgxMnhw_gDRbJESQnMh4AaABAg,0,"I didn’t pay much attention to the 2016 election (basically buried my head for decades after voting for Ross Perot) until the nomination. <br />So I missed out on a lot of the fireworks. <br />Frankly, watching this, I think I would have been pro Trump from day one. <br />He has more passion than anyone on that stage. Passion born out of love for the country, not the office. <br />He demonstrated the outrage I and so many have felt over past mistakes and isn’t afraid to say it flat out, no punches pulled. <br />He has never wavered from the beginning until now on his opinions and has been doing exactly what he said needed to be done.",Un3OhYs-tCE,Stacie Shannon,UCoso-9SKpTojbrau0XjypeQ,2018-08-28T20:36:02.000Z
14,UgxvisHHMH4RVcrDCfJ4AaABAg,0,"<a href=""https://www.youtube.com/watch?v=Un3OhYs-tCE&amp;t=25m47s"">25:47</a> ,,, what do u c ?",Un3OhYs-tCE,Justin Dates,UCSiW3YZ79CHL_VmAFGvP6dA,2018-08-26T19:20:38.000Z
15,UgzmiiwuAzyZqaYm4Z94AaABAg,0,The biggest advantage Trump had in this election is the fact he&#39;s NOT a politician! His opinions and policies are not lies just to get votes......and he has footage going back to the early 80&#39;s to prove it!,Un3OhYs-tCE,Cynthia Morgan,UCzvGIEOpskeFXy8QTQMg5hw,2018-08-22T02:42:56.000Z
16,UgwCSrYfsWZT-3o37yZ4AaABAg,0,Republicans are totally right.,Un3OhYs-tCE,Top Frog,UC80R_Dl0efv4Mk5VIhscwdQ,2018-08-17T23:13:03.000Z
17,Ugxhy35bUHLmbAaL8Hp4AaABAg,0,Does anyone have the part where trump said he paid everyone on the panel?,Un3OhYs-tCE,Daniel Munoz,UCQBOdoVsfwGxJNnCk5RuSHA,2018-08-14T01:16:31.000Z
18,UgynJw00KgP14dK3a-h4AaABAg,0,Rigged audience against Trump.,Un3OhYs-tCE,andy,UCxBRonwgAKh-qK6VbBD13tw,2018-08-12T01:15:15.000Z
19,UgxT26EQZn_GsCsmN6d4AaABAg,0,Ted Cruise says Trump would appoint liberal Judges to the Supreme Court... He has appointed two conservative Constitutional originalists who are amo gst the most respected in legal scholasticism.,Un3OhYs-tCE,Jacob Snell,UCy2wGcH1VnbBGK_O4utnk5A,2018-08-02T09:08:59.000Z
20,UgzxazrRMiS9LYxwUkJ4AaABAg,0,"<a href=""https://www.youtube.com/watch?v=Un3OhYs-tCE&amp;t=13m12s"">13:12</a> wtf?😂",Un3OhYs-tCE,griffin lamp,UCLYEnIaqgjs41f4LmIKU3Rg,2018-07-28T00:06:52.000Z
21,Ugxc0MGpdNAXpx7EOjJ4AaABAg,0,Jeb v trump BIGGEST RIVAL IN POLITICAL HISTORY,Un3OhYs-tCE,A guy called Lamont,UC21M1_GluG6QUNBm1F63Xfw,2018-07-25T06:37:11.000Z
22,UgyoVd4BJSjg97sR8V94AaABAg,0,"<a href=""https://www.youtube.com/watch?v=Un3OhYs-tCE&amp;t=24m58s"">24:58</a> Trump: we should be fighting in Syria against Daesh. <br />Good to see how that’s going since you’ve become president.<br />(Checks phone to see if Daesh is gone)<br />Oh.",Un3OhYs-tCE,Max's Musings,UC5O6kqOT22YIiK2ScmSL0DQ,2018-07-22T23:27:03.000Z
23,UgyJmc-35bi7K-KtAap4AaABAg,2,The crowd has to be donors. I mean trump got less cheers than Jen bush in the room. But the voters clearly support him,Un3OhYs-tCE,Ace .c,UCFMDFVM3NbHt_JXaq2hS3TQ,2018-07-15T15:00:23.000Z
24,UgyGp-XnjaaeZBE-Bwt4AaABAg,2,"You need to come into the United States &quot;legally folks&quot;.  Enough.   This is not Mexico, we have laws that are actually enforced here.",Un3OhYs-tCE,Mike Mencon,UCiwsMz8pEQOguhHbo53xsOA,2018-07-10T06:49:25.000Z
25,Ugz04u26rQPe43itn5N4AaABAg,0,Trump WILL fulfill an 8 year term! I am so damn happy Trump is our President!!,Un3OhYs-tCE,Michelle Kennedy,UCgTGT3xKd9WoyE8WRCJvRdg,2018-07-09T14:32:12.000Z
26,UgzU4n5P4eq6LeIxgeh4AaABAg,0,"Interesting how they treat the candidates like Pavlov&#39;s dogs, with whistles and bells, to keep them from saying too much! Oye",Un3OhYs-tCE,Christine Sage,UCymJKJQsuG34HTuqa8ppbfw,2018-07-01T09:37:21.000Z
27,Ugxr_QVM2CUMltY23Zd4AaABAg,1,"5 out of the 6 candidate&#39;s there just admitted to if elected they&#39;d open theater&#39;s of war in countries &quot;they&quot; deem as America&#39;s greatest threat.<br />I heard Syria, Russia in Georgia, Uzbekistan, Eastern Europe, and  Ukraine the cold war with Russia ended decades ago, let&#39;s not forget Iran, North Korea, and if attacked in Finland or Sweden.<br />Too many Enemies Republican Candidate&#39;s and they don&#39;t even agree on them<br />I&#39;m just gland there&#39;s someone in the office who doesn&#39;t deem &quot;Russia&quot; or &quot;Putin&quot; as an immediate National Security threat like &quot;Bush&quot; or &quot;that guy on the far left&quot; right now 2016-2020",Un3OhYs-tCE,Mark Reyna,UC6ijTHzlkFgNqxmi70jzreA,2018-06-22T22:13:20.000Z
28,UgwouVTWGzGc7SZeRZh4AaABAg,0,TOOOOK ERRR JEEEEBS!!!!!!,Un3OhYs-tCE,SHONUFF,UCcaNhPABha7mwxxXsKAX0qg,2018-06-19T18:58:40.000Z
29,Ugyb7m-VGVhX_CgbYCp4AaABAg,0,This was very unpresidential due to Donald Trump acting like a clown,Un3OhYs-tCE,ReservoirDogTV,UCBmy3wfs36n28jQvQMfZ3OQ,2018-05-30T20:51:12.000Z
30,UgxDutf6L52ytOCWbQp4AaABAg,1,Still love this debate - MAKE AMERICA GREAT AGAIN!,Un3OhYs-tCE,j wagner,UCZEX5wqOt_UU56IDPSaaeeQ,2018-05-28T21:07:12.000Z
31,Ugx1bMsKyARkgXa3ZgJ4AaABAg,0,&quot;GWB kept us safe&quot; uh you know he was best friends with those terrorists right? I&#39;m with Trump on that one.,Un3OhYs-tCE,Renegade the Rapper,UCkDs6YqLpY_SlBSLmUohMvw,2018-05-22T00:17:16.000Z
32,UgwEVybXG3Q_j1oEnGJ4AaABAg,0,So both Bush&#39;s say &quot;Nucular&quot; huh? Christ...,Un3OhYs-tCE,Renegade the Rapper,UCkDs6YqLpY_SlBSLmUohMvw,2018-05-22T00:00:01.000Z
33,UgxoVXJYq3VJCVb20WV4AaABAg,0,I like how the intro takes the worst and most vague sentences they all said and put it right at the beginning. Hahahahaha,Un3OhYs-tCE,Renegade the Rapper,UCkDs6YqLpY_SlBSLmUohMvw,2018-05-21T23:08:24.000Z
34,UgzeDo0UnGw2e68mcUB4AaABAg,0,Lmao these debates were gold,Un3OhYs-tCE,Francisco Villa,UC_-VrPztLZ1YpfAhUNiMxVA,2018-05-19T12:34:35.000Z
35,UgyxUbBk6S7k_gvyjkR4AaABAg,1,END COMMON CORE NOW!,Un3OhYs-tCE,MrJTMagnum23,UCrevcpoIMXLnOeLX-Vgx7vQ,2018-05-06T16:35:13.000Z
36,UgyCS0ivjwvD1as6me14AaABAg,0,"500,000 Americans KILLED EVERY YEAR IN MEXICO, AND PROBABLY MORE!",Un3OhYs-tCE,MrJTMagnum23,UCrevcpoIMXLnOeLX-Vgx7vQ,2018-05-06T16:20:49.000Z
37,UgxBTPFr5d-8FHC1WbV4AaABAg,0,"The people, entrepreneurs, businesses, etc who make jobs do it way better than the government, &#39;nuff said.",Un3OhYs-tCE,MrJTMagnum23,UCrevcpoIMXLnOeLX-Vgx7vQ,2018-05-06T16:15:00.000Z
38,Ugxn8akt64UDETxMtst4AaABAg,0,Spider-Man dies in Infinity War,Un3OhYs-tCE,Max Kindle,UCUWpDs4LlEsCqZxkwPB7qAw,2018-05-03T06:34:15.000Z
39,UgyIlDn6TQGVhjgXBvV4AaABAg,0,"3 RINOS on that stage.  Please list them, I would like to be entertained.",Un3OhYs-tCE,Gary Smith,UCoFkHhHGzPZ0zgA2KhUa9tQ,2018-05-01T03:44:58.000Z
40,Ugx28SIgS7Pla0Vlnxl4AaABAg,0,This panel should be ashamed the way they ignored ben carson is ridiculous and not fair!!,Un3OhYs-tCE,Brocks Trucking Adventures,UCZCT8D1Di1z0jf4dzEVLZ-g,2018-04-25T21:27:41.000Z
41,Ugy2_e6I3ieSH36muPV4AaABAg,5,"Looking back, it’s easy to see why trump killed them.  He was the only one that didn’t sound artificial, rehearsed and contained.",Un3OhYs-tCE,Mr. Sotack,UCPdK84OrCjdNwiuR215n1tA,2018-04-23T14:02:11.000Z
42,UgyftkN62eNz82ul_WZ4AaABAg,0,I love Jeb Bush,Un3OhYs-tCE,Thomas Kelly,UCSXY1hlYjhjju7XxVyxp1rA,2018-04-23T04:10:55.000Z
43,UgzQSDZHRyyH5GzSqRZ4AaABAg,4,Dr. Ben Carson - the original ASMRtist,Un3OhYs-tCE,DylanK25 _,UCuvuPXJtCSzzxrUHVNBLWPA,2018-04-16T02:53:55.000Z
44,UgysiguZsL0dSvhs88t4AaABAg,0,An absolute clownshow,Un3OhYs-tCE,xlx4261,UCydU1zT7hRROAtvnjlKdfbw,2018-04-13T05:51:56.000Z
45,UgyC6zy7xkgy9yt3CVZ4AaABAg,0,I miss these debates so much. I can&#39;t wait to see the 2020 debates between Trump and the other Republicans lol,Un3OhYs-tCE,Zach The Celtics Guy,UCvhJGVgWk351_UfTc3ePYaw,2018-04-13T04:31:05.000Z
46,UgwpQL-FNoO1Tc4x_UV4AaABAg,0,"lmfao that music playing over them bickering is so funny at <a href=""https://www.youtube.com/watch?v=Un3OhYs-tCE&amp;t=52m15s"">52:15</a>",Un3OhYs-tCE,FattyMcButterPants,UCu9b4NuUSHLG8hP7XsN0yKw,2018-04-09T20:03:44.000Z
47,UgyZB43WvJs1-LOD1O54AaABAg,0,EXCUSE ME,Un3OhYs-tCE,Kevin Harding,UCw7Vf1x6_JkFaOWyquIMCHA,2018-04-06T09:45:21.000Z
48,UgyLKi0ct-VwteJySQV4AaABAg,3,2018 where you at fam?,Un3OhYs-tCE,Savage Truth,UCxHs5UUzPjo-fXYnT3GxqNg,2018-03-30T04:35:21.000Z
49,UgxZvZoLkDyAGsBVXt94AaABAg,0,"Kasich was so milquetoast in his debate delivery.  Every time I heard him speak, it was like watching a young, squirrely kid that gets bullied all the time in elementary school.  In later life, many call them &quot;girlie-men&quot;.  Jeb Bush was a lot like this, too.",Un3OhYs-tCE,MsJudi54,UC2TmKckIVR7vRe1VmjXfvwA,2018-03-29T11:17:14.000Z
50,Ugw6uxSXD-mSSDQPcRl4AaABAg,1,rip Ben Carson,Un3OhYs-tCE,whetley_,UCmEYMUAnMZ3fD2eAI5hrnuQ,2018-03-29T05:21:47.000Z
51,UgxausNuH53eTMPdTeZ4AaABAg,0,"lmfao <a href=""https://www.youtube.com/watch?v=Un3OhYs-tCE&amp;t=32m34s"">32:34</a> &quot;she should be running&quot;",Un3OhYs-tCE,FattyMcButterPants,UCu9b4NuUSHLG8hP7XsN0yKw,2018-03-28T05:12:58.000Z
52,Ugx_XDVFN057YBQhdLh4AaABAg,1,how tough is america....our guy throws a your mom joke out there wins the whole ball of wax .....keep them colors bold,Un3OhYs-tCE,Phil N,UC5nfqPVm3jihbrsXk2YQSqg,2018-03-15T01:41:08.000Z
53,UgynS3TXWUdun6si4lF4AaABAg,4,I think Marco Rubio has great potential as a freestyle rapper,Un3OhYs-tCE,aonewomancrowd,UCr9Q67OfG6tnsswLg_z2mVA,2018-03-07T18:34:34.000Z
54,Ugw-6cX6yUN2A4wjSwt4AaABAg,0,That intro was pretty cool,Un3OhYs-tCE,Officer Flat Foot,UCFc3JuEkeRKIEFPcZnViDCg,2018-02-25T11:24:29.000Z
55,UgyumpYbUsM_ULoKb9l4AaABAg,2,Trump was on fire.....,Un3OhYs-tCE,hunter doggy,UC8WrRuIPTpORqgAh45lJxTw,2018-02-16T09:42:31.000Z
56,UgyyzdKcV4gIBPItryh4AaABAg,1,Who was the moment of silence for?,Un3OhYs-tCE,Uber Mensch,UCGvQMqjV7dS6zf5JQhHu98A,2018-02-14T00:37:57.000Z
57,Ugyw1PJSksum0kKG5lx4AaABAg,0,Poor Dr Ben Carson,Un3OhYs-tCE,AquaTomMovies,UCMI6XOvrvHxiyRIExFYswyg,2018-02-10T18:40:37.000Z
58,UgxFANTQ6MDODcAzjG14AaABAg,0,"<a href=""https://www.youtube.com/watch?v=Un3OhYs-tCE&amp;t=59m10s"">59:10</a> 😂",Un3OhYs-tCE,Adan Vivero,UC44ZQ3MDGUBNPA0ZFsY8Lfg,2018-01-29T07:30:59.000Z
59,UgwdW67FR-iA6iy8TtJ4AaABAg,5,"Thank you very much for uploading these full debates! We really appreciate it, I love to go back and watch them from time to time👍🏻",Un3OhYs-tCE,Jay Herrod,UCZDI6AcPSXrc6eq49iMXoAw,2018-01-27T09:06:37.000Z
60,UgyRV7r51FiLkf7mcvp4AaABAg,1,this is trump destroying all civil discussions for at least 20 years going forward,Un3OhYs-tCE,Carrie Oakey,UCjQPA-wH05ZF5tA3RCfop3A,2018-01-24T22:20:13.000Z
61,Ugwkk5OI2hZnWEnjLR94AaABAg,0,Picturing it as an improv comedy show makes a whole lot more entertaining,Un3OhYs-tCE,Daft Doggo,UCjV2WARxKgzwF9y4-_0kt3w,2018-01-16T03:58:01.000Z
62,UgwCUqI11vwp9uBX2FB4AaABAg,0,"<a href=""https://www.youtube.com/watch?v=Un3OhYs-tCE&amp;t=57m10s"">57:10</a> that crowd was 1000% full of sh*t smh",Un3OhYs-tCE,Chuck G - ross,UCfoCtwdrNuKvPnUJtlSacaw,2018-01-10T08:09:08.000Z
63,Ugy95AZ794C0wfVC2NF4AaABAg,23,Trump has delivered on his promises MAGA,Un3OhYs-tCE,Jman thegiantsfan,UCosgZ8PXgTLnwrEKbPXURug,2017-12-26T22:00:03.000Z
64,UgyFY2uDS_Pm7PNdy-B4AaABAg,0,"The practical value to the average American of electing Donald Trump as President — was his consistent commitment, throughout the campaign, to stand up to the global financial elite and other special interests (particularly the intelligence community) — that have controlled our government since at least the middle of World War II. Hindsight is always 20/20 — and we see now, unfortunately, how those very interests have manipulated the Trump Administration. The last real advocate left in the White House for blue-collar Americans and the vanishing middle class — Steve Bannon — was pushed out by these “tools” under the “guilt by association” mantra.<br /><br />During all of this, we have had to endure President Trump’s OCD obsession with Twitter and endless talent for placing his foot in his mouth. I didn’t vote for the Republican or Democratic candidate in the 2016 Race. My gut at the time was that U.S. Sen. Marco Rubio was just a younger, hispanic version of Jeb Bush. After watching this debate, I see that perhaps more importantly, Rubio was the only one of the four candidates who won a state — that understood foreign affairs beyond its “financial implications,” “towing the NWO line” or “campaign rhetorical value.” One thing I’ll never understand is why a guy like Kasich would tow the NWO line even harder than Jeb.",Un3OhYs-tCE,Matthew Lum,UCP6COyR2GdEEnfMArNWTevw,2017-11-13T08:08:29.000Z
65,UgxfdyKW4_9cfcU5ST14AaABAg,0,Ꮖℋℰ 45Ꮖℋ ℙℛℰЅℐⅅℰℕᏆ Ꮎℱ Ꮖℋℰ UℕℐᏆℰⅅ🇺🇸ЅᏆᎯᏆℰЅ Ꮎℱ ᎯℳℰℛℐℂᎯ : ⅅᎾℕᎯℒⅅ Ꭻ. ᏆℛUℳℙ &gt; “draining the swamp of the establishment elites of Clintons &amp; Bush,Un3OhYs-tCE,Sun Shine,UCgP8Ryh-FayNtXDve4fJymA,2017-10-29T08:53:59.000Z
66,UgzxptKWMCJUrXF6BLF4AaABAg,2,I think Trump will win,Un3OhYs-tCE,Zionlion,UCv6FwK8GdbHE75Fmcy25v4w,2017-10-19T19:17:14.000Z
67,UgxjZmH8IQxH5JY8cjx4AaABAg,2,Kasich should try to run in the Democrat primaries in 2020 if he wants to be relevant.,Un3OhYs-tCE,Homo erectus,UCHfnHyR4otybyJSiEexaPrw,2017-10-13T18:53:09.000Z
68,UgxnuCBGf299hFRm7Uh4AaABAg,0,"gosh, trump is sadly hilarious at 32 minutes",Un3OhYs-tCE,mini muffin,UCgIvd_EUs4_UMI7yTIlz7Qw,2017-08-22T20:21:31.000Z
69,UgjBlJL3ozkoVHgCoAEC,0,"<a href=""http://www.youtube.com/watch?v=Un3OhYs-tCE&amp;t=36m50s"">36:50</a>",Un3OhYs-tCE,NovaStormAustin,UCVnTBsVL2zNS3klmldxQsVw,2017-06-09T22:30:36.000Z
70,UgjFaW2WsxwjfHgCoAEC,1,"Trump to Cruz: &quot;This guy will say anything&quot;    Exactly, <b>LYIN</b>&#39; TED!",Un3OhYs-tCE,Red Hood,UCnq7lE_qJ0XU27D4fVPLSqg,2017-06-01T08:29:11.000Z
71,UghK5v6pOWpUkHgCoAEC,2,Jeb is a mess,Un3OhYs-tCE,Agustín Orlando,UCaeytre61z3dkdGtVHOTtjg,2017-05-09T19:11:34.000Z
72,UghIcVQmGXn11XgCoAEC,1,I can listen to this all day,Un3OhYs-tCE,Goomulf Zeskaplan,UCqnRsIsNJMI4YKoMH8O6Tow,2017-04-21T21:24:17.000Z
73,Ugipx_RTVOdrLngCoAEC,4,wow watching this after election 1.09.30+ President Trump talking with passion about not fire people and move to mexico. So much passion for the american worker! and he actually made carrier stay. Carrier even aldready build the factory.,Un3OhYs-tCE,Horazon,UCGa0cwmKUoRaKArVUHNygzw,2017-03-18T23:39:31.000Z
74,UgiNhkMvrJeYUHgCoAEC,3,she should be running...hahahah what a legend,Un3OhYs-tCE,Harvey Shekelstein,UCqhNEkCQNpKB7FXidEOE6KA,2017-03-14T20:31:53.000Z
75,Ughu8ycBuLp_UHgCoAEC,3,kasich IS the weakest on that stage when it comes to debating,Un3OhYs-tCE,andres viveros,UCArN8hk8RwWvvhOAZy2hnuQ,2017-03-14T17:08:53.000Z
76,UghcZy9MdZBchngCoAEC,2,Jeb is a mess !!,Un3OhYs-tCE,Mark Haahim,UCcxN1YAfBp1pwlm-fPELnAQ,2017-02-28T21:09:02.000Z
77,UghHpr_oI81oeXgCoAEC,1,"Cruz is stupid, if u RIP the deal, iran will get nukes and then you&#39;ll invade Iran. That won&#39;t be good. In Iraq over 4,000 troops died, Iran is much bigger and it has a advanced and battle hardened military. As a result many more us troops will die, some estimates are as high as 30,000-40,000",Un3OhYs-tCE,nabil chowdhury,UCTMWrPKx5V0U4uXWICMK6MQ,2017-02-25T03:40:29.000Z
78,UggRAhPf7t4kdXgCoAEC,7,"These candidates that run for President have been saying it for decades. &quot;I will deport illegal immigrants and build the wall.&quot; Now that we have a President who is ACTUALLY doing what he says he will do, now everyone is freaking out.",Un3OhYs-tCE,scottjulie27,UCiKckEF6K1N84tnCDb2Nulg,2017-02-09T03:20:33.000Z
79,UghSaveYFRxE7XgCoAEC,4,I love Donald Trump insulting Jeb,Un3OhYs-tCE,Jackson Teiwes,UCfiyVoOe0U2J6tRtKXLPvjg,2017-01-28T18:10:01.000Z
80,Ugiw2kJ-DNcPmXgCoAEC,2,Trump I love the guy ! President Trump now I just had to replay this I miss watching him destroy his competition America we made the rite choice Trump is the man love watching him strategicly dismantling everyone on stage lol,Un3OhYs-tCE,John Bravo,UCXoOIRRguDlWW9zXxVGIJZA,2017-01-26T08:28:37.000Z
81,Ugg-rsGiTme193gCoAEC,7,Trump broke Jeb Bush down,Un3OhYs-tCE,Sean Jenkins,UCXj5aroEuVRc9Xc-9w5l0cQ,2017-01-22T23:59:27.000Z
82,UghVX8hXQ6vpSXgCoAEC,3,the red backdrop made everyone very aggressive here.  I remember this as the debate from Hell.,Un3OhYs-tCE,brad pitt,UCEXmQAfpJvUZ18P7UNss3yQ,2017-01-21T10:53:15.000Z
83,UgjVS-mhCQE_nXgCoAEC,4,Trump&#39;s best performance,Un3OhYs-tCE,pierce corcega,UCmTPTZ77hmMdNRYMJLFfjPA,2017-01-15T01:28:49.000Z
84,UggNtlz5AC38n3gCoAEC,6,Ted Cruz lies alot,Un3OhYs-tCE,JackyTM POP,UCe7TTgcqpspcX3GNzLQGuLQ,2017-01-05T00:46:16.000Z
85,UggeKJe-APFHvHgCoAEC,10,"<a href=""http://www.youtube.com/watch?v=Un3OhYs-tCE&amp;t=24m23s"">24:23</a> Jeb is wrong Donald trump is telling the truth",Un3OhYs-tCE,emmanuel ofori,UC-GOMqcxhEHjUkci67wysxA,2016-12-29T12:58:05.000Z
86,Ugg9ooLSzdd4gHgCoAEC,9,Jen bush is wrong about Russia,Un3OhYs-tCE,emmanuel ofori,UC-GOMqcxhEHjUkci67wysxA,2016-12-29T12:55:25.000Z
87,UgjGG0ixFx4gaXgCoAEC,10,"&quot;Alright ladies&quot; <a href=""http://www.youtube.com/watch?v=Un3OhYs-tCE&amp;t=26m25s"">26:25</a> DEAD AF",Un3OhYs-tCE,Salty Guapo,UCgXAfBL-vS1I-Ta_KcOjrzw,2016-11-30T10:04:33.000Z
88,Ughm_zQH-9aQVHgCoAEC,8,"Yes, Senator Cruz, tell us more of the strategies on how we are going to defeat ISIS. I&#39;m sure ISIS is listening. That&#39;s what I love about Trump. He is keeping it fucking classified with his generals like it SHOULD BE!!!!!!",Un3OhYs-tCE,scottjulie27,UCiKckEF6K1N84tnCDb2Nulg,2016-11-29T13:18:16.000Z
89,UgiC1tyxVYY_6ngCoAEC,25,How do you boo &quot;No weapons of mass destruction&quot;? Fucking lunatics!,Un3OhYs-tCE,Vadim Russobotov,UC7ZZLy4PV9wnjKleGvukAVg,2016-11-15T05:11:12.000Z
90,UgiXI8_ITphla3gCoAEC,13,Kasich talking about Saudi and women&#39;s rights in the same sentece HAHAHAHA,Un3OhYs-tCE,Vadim Russobotov,UC7ZZLy4PV9wnjKleGvukAVg,2016-11-15T05:01:55.000Z
91,UggVb7OfTuL2MHgCoAEC,6,Lmfao Jeb got fucking destroyed,Un3OhYs-tCE,Brandon Knight,UCadiNEXJdWLeBNaZMnC6B3Q,2016-11-14T13:41:09.000Z
92,UggFzjf5iUmK_XgCoAEC,2,Ted Cruz is a Globalist RINO.,Un3OhYs-tCE,Andrew Mora,UCMAhWfegGium41b6SaqRvkQ,2016-11-11T15:29:51.000Z
93,UgigMAKBaDxStngCoAEC,145,"&quot;I&#39;m not going to invite Donald Trump to the rally in Charleston-&quot;<br />&quot;I don&#39;t wanna go.&quot;<br /><br />God, this is legitimately great humor.",Un3OhYs-tCE,Mister_Guillotine,UChUC-6IHLj7xQvNpzACZDtQ,2016-11-10T04:19:10.000Z
94,UgjwdIlSukEnSXgCoAEC,126,"When the moderator asked The Donald about W. Bush, the camera went split screen with Jeb Bush. They knew this was getting ready to get good. 😆.",Un3OhYs-tCE,Ashleigh Smith,UCiZvZ3zyhSp8bAhPUWrbowA,2016-10-27T09:24:53.000Z
95,UgjoQeKOFE_-73gCoAEC,10,Best parts is when The Donald and Jeb Bush were sparring.,Un3OhYs-tCE,Ashleigh Smith,UCiZvZ3zyhSp8bAhPUWrbowA,2016-10-27T09:18:42.000Z
96,UghJBk1H2cg593gCoAEC,1,"Wow, they&#39;re all idiots",Un3OhYs-tCE,Cooper Carroll,UCl_L2cmG0Vsi9ENEUYpi6OA,2016-09-23T04:25:45.000Z
97,UggBwgEdvQ8LwXgCoAEC,0,"Rubio calls Cruz a liar; Rubio speaks Spanish to his favorite constituents; he tells them not to worry, he won&#39;t immediately rescind Obama&#39;s blanket amnesty.",Un3OhYs-tCE,mourningwarbler,UCcCt3GAoup3Dd3Ra58l5qcA,2016-09-21T01:07:29.000Z
98,Ugh6tCAH5ouY8XgCoAEC,8,Jeb won the lottery when he was born; his prochoice mom chose to let him live!,Un3OhYs-tCE,mourningwarbler,UCcCt3GAoup3Dd3Ra58l5qcA,2016-09-20T23:13:36.000Z
99,UggWDweNhJuQBHgCoAEC,0,At 93 retired on a fixed pension and on oxygen and using a walker in the rest home Grandaddy say&#39;d he thought he&#39;d never see him a colored negro or a woman become President. Back in his day the rich white man ran everything from the town general store up to the White House and everything in between.,Un3OhYs-tCE,LuckyLucy,UC0a_k_Wwl53ZbU0-3aX5jlg,2016-09-19T05:43:21.000Z
100,UgyTl1VItF40S1AWeCJ4AaABAg,0,Jeb is a mess,2rU4W3yfd58,Oliver Blomqvist,UCCNTmXliAvsMXje9Pnde91Q,2018-11-12T12:53:21.000Z
101,UgxDbyERGb2dbLfJsi54AaABAg,0,No one womam... tipicaly sad,2rU4W3yfd58,Jean Damasceno,UCFaPBmoI8DRX-KIwNBsML6A,2018-10-24T17:40:25.000Z
